,Unnamed: 0,Title,Genre,Director,Year,Runtime,Rating,Votes,Revenue,Metascore
309,346,Stardust,Adventure,Matthew Vaughn,2007,127,7.7,220664,38.35,66.0
310,347,American Hustle,Crime,David O. Russell,2013,138,7.3,379088,150.12,90.0
311,348,Jennifer's Body,Comedy,Karyn Kusama,2009,102,5.1,96617,16.2,47.0
312,349,Midnight in Paris,Comedy,Woody Allen,2011,94,7.7,320323,56.82,81.0
313,351,Joy,Drama,David O. Russell,2015,124,6.6,97679,56.44,56.0
314,352,The Dressmaker,Comedy,Jocelyn Moorhouse,2015,119,7.1,33352,2.02,47.0
315,353,Café Society,Comedy,Woody Allen,2016,96,6.7,45579,11.08,64.0
316,354,Insurgent,Adventure,Robert Schwentke,2015,119,6.3,171970,130.0,42.0
317,355,Seventh Son,Action,Sergei Bodrov,2014,102,5.5,59958,17.18,30.0
318,357,The Theory of Everything,Biography,James Marsh,2014,123,7.7,299718,35.89,72.0
319,358,This Is the End,Comedy,Evan Goldberg,2013,107,6.6,327838,101.47,67.0
320,359,About Time,Comedy,Richard Curtis,2013,123,7.8,221600,15.29,55.0
321,360,Step Brothers,Comedy,Adam McKay,2008,98,6.9,223065,100.47,51.0
322,361,Clown,Horror,Jon Watts,2014,100,5.7,14248,0.05,42.0
323,362,Star Trek Into Darkness,Action,J.J. Abrams,2013,132,7.8,417663,228.76,72.0
324,363,Zombieland,Adventure,Ruben Fleischer,2009,88,7.7,409403,75.59,73.0
325,364,"Hail, Caesar!",Comedy,Ethan Coen,2016,106,6.3,89059,30.0,72.0
326,365,Slumdog Millionaire,Drama,Danny Boyle,2008,120,8.0,677044,141.32,86.0
327,366,The Twilight Saga: Breaking Dawn - Part 2,Adventure,Bill Condon,2012,115,5.5,194329,292.3,52.0
328,368,The Amazing Spider-Man,Action,Marc Webb,2012,136,7.0,474320,262.03,66.0
329,369,Ben-Hur,Action,Timur Bekmambetov,2016,123,5.7,28326,26.38,38.0
330,370,Sleight,Action,J.D. Dillard,2016,89,6.0,702,3.85,62.0
331,371,The Maze Runner,Action,Wes Ball,2014,113,6.8,335531,102.41,57.0
332,372,Criminal,Action,Ariel Vromen,2016,113,6.3,38430,14.27,36.0
333,373,Wanted,Action,Timur Bekmambetov,2008,110,6.7,312495,134.57,64.0
334,374,Florence Foster Jenkins,Biography,Stephen Frears,2016,111,6.9,31776,27.37,71.0
335,375,Collide,Action,Eran Creevy,2016,99,5.7,7583,2.2,33.0
336,376,Black Mass,Biography,Scott Cooper,2015,123,6.9,135706,62.56,68.0
337,377,Creed,Drama,Ryan Coogler,2015,133,7.6,175673,109.71,82.0
338,378,Swiss Army Man,Adventure,Dan Kwan,2016,97,7.1,61812,4.21,64.0
339,379,The Expendables 3,Action,Patrick Hughes,2014,126,6.1,137568,39.29,35.0
340,380,What We Do in the Shadows,Comedy,Jemaine Clement,2014,86,7.6,84016,3.33,76.0
341,381,Southpaw,Drama,Antoine Fuqua,2015,124,7.4,169083,52.42,57.0
342,383,Bridge of Spies,Drama,Steven Spielberg,2015,142,7.6,217938,72.31,81.0
343,384,The Lego Movie,Animation,Phil Lord,2014,100,7.8,266508,257.76,83.0
344,385,Everest,Action,Baltasar Kormákur,2015,121,7.1,154647,43.25,64.0
345,386,Pixels,Action,Chris Columbus,2015,105,5.6,101092,78.75,27.0
346,387,Robin Hood,Action,Ridley Scott,2010,140,6.7,221117,105.22,53.0
347,388,The Wolverine,Action,James Mangold,2013,126,6.7,355362,132.55,60.0
348,389,John Carter,Action,Andrew Stanton,2012,132,6.6,220667,73.06,51.0
349,390,Keanu,Action,Peter Atencio,2016,100,6.3,31913,20.57,63.0
350,391,The Gunman,Action,Pierre Morel,2015,115,5.8,31194,10.64,39.0
351,392,Steve Jobs,Biography,Danny Boyle,2015,122,7.2,116112,17.75,82.0
352,394,Grown Ups 2,Comedy,Dennis Dugan,2013,101,5.4,114482,133.67,19.0
353,395,The Age of Adaline,Drama,Lee Toland Krieger,2015,112,7.2,112288,42.48,51.0
354,396,The Incredible Hulk,Action,Louis Leterrier,2008,112,6.8,342355,134.52,61.0
355,397,Couples Retreat,Comedy,Peter Billingsley,2009,113,5.5,86417,109.18,23.0
356,399,Magic Mike,Comedy,Steven Soderbergh,2012,110,6.1,113686,113.71,72.0
357,400,Minions,Animation,Kyle Balda,2015,91,6.4,159830,336.03,56.0
358,403,Despicable Me,Animation,Pierre Coffin,2010,95,7.7,410607,251.5,72.0
359,404,The Best of Me,Drama,Michael Hoffman,2014,118,6.7,49041,26.76,29.0
360,405,The Invitation,Drama,Karyn Kusama,2015,100,6.7,40529,0.23,74.0
361,406,Zero Dark Thirty,Drama,Kathryn Bigelow,2012,157,7.4,226661,95.72,95.0
362,407,Tangled,Animation,Nathan Greno,2010,100,7.8,316459,200.81,71.0
363,408,The Hunger Games: Mockingjay - Part 2,Action,Francis Lawrence,2015,137,6.6,202380,281.67,65.0
364,409,Vacation,Adventure,John Francis Daley,2015,99,6.1,74589,58.88,34.0
365,410,Taken,Action,Pierre Morel,2008,93,7.8,502961,145.0,50.0
366,411,Pitch Perfect 2,Comedy,Elizabeth Banks,2015,115,6.5,108306,183.44,63.0
367,412,Monsters University,Animation,Dan Scanlon,2013,104,7.3,252119,268.49,65.0
368,414,Mechanic: Resurrection,Action,Dennis Gansel,2016,98,5.6,48161,21.2,38.0
369,415,Tusk,Comedy,Kevin Smith,2014,102,5.4,34546,1.82,55.0
370,418,Harry Potter and the Deathly Hallows: Part 1,Adventure,David Yates,2010,146,7.7,357213,294.98,65.0
371,419,Shame,Drama,Steve McQueen,2011,101,7.2,155010,4.0,72.0
372,420,Hanna,Action,Joe Wright,2011,111,6.8,164208,40.25,65.0
373,421,The Babysitters,Drama,David Ross,2007,88,5.7,8914,0.04,35.0
374,422,Pride and Prejudice and Zombies,Action,Burr Steers,2016,108,5.8,35003,10.91,45.0
375,423,300: Rise of an Empire,Action,Noam Murro,2014,102,6.2,237887,106.37,48.0
376,424,London Has Fallen,Action,Babak Najafi,2016,99,5.9,100702,62.4,28.0
377,425,The Curious Case of Benjamin Button,Drama,David Fincher,2008,166,7.8,485075,127.49,70.0
378,426,Sin City: A Dame to Kill For,Action,Frank Miller,2014,102,6.5,122185,13.75,46.0
379,427,The Bourne Ultimatum,Action,Paul Greengrass,2007,115,8.1,525700,227.14,85.0
380,430,3 Idiots,Comedy,Rajkumar Hirani,2009,170,8.4,238789,6.52,67.0
381,431,Zoolander 2,Comedy,Ben Stiller,2016,102,4.7,48297,28.84,34.0
382,432,World War Z,Action,Marc Forster,2013,116,7.0,494819,202.35,63.0
383,433,Mission: Impossible - Ghost Protocol,Action,Brad Bird,2011,132,7.4,382459,209.36,73.0
384,436,The Longest Ride,Drama,George Tillman Jr.,2015,123,7.1,58421,37.43,33.0
385,437,The imposible,Drama,J.A. Bayona,2012,114,7.6,156189,19.0,73.0
386,438,Kick-Ass 2,Action,Jeff Wadlow,2013,103,6.6,214825,28.75,41.0
387,440,Oz the Great and Powerful,Adventure,Sam Raimi,2013,130,6.3,181521,234.9,44.0
388,441,Brooklyn,Drama,John Crowley,2015,117,7.5,94977,38.32,87.0
389,442,Coraline,Animation,Henry Selick,2009,100,7.7,156620,75.28,80.0
390,443,Blue Valentine,Drama,Derek Cianfrance,2010,112,7.4,151409,9.7,81.0
391,446,Dredd,Action,Pete Travis,2012,95,7.1,213764,13.4,59.0
392,447,Hunt for the Wilderpeople,Adventure,Taika Waititi,2016,101,7.9,52331,5.2,81.0
393,448,Big Hero 6,Animation,Don Hall,2014,102,7.8,309186,222.49,74.0
394,449,Carrie,Drama,Kimberly Peirce,2013,100,5.9,113272,35.27,53.0
395,450,Iron Man 2,Action,Jon Favreau,2010,124,7.0,556666,312.06,57.0
396,451,Demolition,Comedy,Jean-Marc Vallée,2015,101,7.0,58720,1.82,49.0
397,452,Pandorum,Action,Christian Alvart,2009,108,6.8,126656,10.33,28.0
398,453,Olympus Has Fallen,Action,Antoine Fuqua,2013,119,6.5,214994,98.9,41.0
399,454,I Am Number Four,Action,D.J. Caruso,2011,109,6.1,202682,55.09,36.0
400,455,Jagten,Drama,Thomas Vinterberg,2012,115,8.3,192263,0.61,76.0
401,456,The Proposal,Comedy,Anne Fletcher,2009,108,6.7,241709,163.95,48.0
402,457,Get Hard,Comedy,Etan Cohen,2015,100,6.0,95119,90.35,34.0
403,458,Just Go with It,Comedy,Dennis Dugan,2011,117,6.4,182069,103.03,33.0
404,459,Revolutionary Road,Drama,Sam Mendes,2008,119,7.3,159736,22.88,69.0
405,460,The Town,Crime,Ben Affleck,2010,125,7.6,294553,92.17,74.0
406,461,The Boy,Horror,William Brent Bell,2016,97,6.0,51235,35.79,42.0
407,462,Denial,Biography,Mick Jackson,2016,109,6.6,8229,4.07,63.0
408,464,Goosebumps,Adventure,Rob Letterman,2015,103,6.3,57602,80.02,60.0
409,465,Sherlock Holmes: A Game of Shadows,Action,Guy Ritchie,2011,129,7.5,357436,186.83,48.0
410,466,Salt,Action,Phillip Noyce,2010,100,6.4,255813,118.31,65.0
411,467,Enemy,Mystery,Denis Villeneuve,2013,91,6.9,111558,1.01,61.0
412,468,District 9,Action,Neill Blomkamp,2009,112,8.0,556794,115.65,81.0
413,469,The Other Guys,Action,Adam McKay,2010,107,6.7,199900,119.22,64.0
414,470,American Gangster,Biography,Ridley Scott,2007,157,7.8,337835,130.13,76.0
415,471,Marie Antoinette,Biography,Sofia Coppola,2006,123,6.4,83941,15.96,65.0
416,472,2012,Action,Roland Emmerich,2009,158,5.8,297984,166.11,49.0
417,473,Harry Potter and the Half-Blood Prince,Adventure,David Yates,2009,153,7.5,351059,301.96,78.0
418,474,Argo,Biography,Ben Affleck,2012,120,7.7,481274,136.02,86.0
419,475,Eddie the Eagle,Biography,Dexter Fletcher,2016,106,7.4,56332,15.79,54.0
420,476,The Lives of Others,Drama,Florian Henckel von Donnersmarck,2006,137,8.5,278103,11.28,89.0
421,480,Forgetting Sarah Marshall,Comedy,Nicholas Stoller,2008,111,7.2,226619,62.88,67.0
422,481,The Giver,Drama,Phillip Noyce,2014,97,6.5,93799,45.09,47.0
423,482,Triple 9,Action,John Hillcoat,2016,115,6.3,48400,12.63,52.0
424,485,Moonrise Kingdom,Adventure,Wes Anderson,2012,94,7.8,254446,45.51,84.0
425,486,Hairspray,Comedy,Adam Shankman,2007,117,6.7,102954,118.82,81.0
426,487,Safe Haven,Drama,Lasse Hallström,2013,115,6.7,84765,71.35,34.0
427,488,Focus,Comedy,Glenn Ficarra,2015,105,6.6,166489,53.85,56.0
428,489,Ratatouille,Animation,Brad Bird,2007,111,8.0,504039,206.44,96.0
429,490,Stake Land,Drama,Jim Mickle,2010,98,6.5,36091,0.02,66.0
430,491,The Book of Eli,Action,Albert Hughes,2010,118,6.9,241359,94.82,53.0
431,492,Cloverfield,Action,Matt Reeves,2008,85,7.0,313803,80.03,64.0
432,493,Point Break,Action,Ericson Core,2015,114,5.3,44553,28.77,34.0
433,494,Under the Skin,Drama,Jonathan Glazer,2013,108,6.3,94707,2.61,78.0
434,495,I Am Legend,Drama,Francis Lawrence,2007,101,7.2,565721,256.39,65.0
435,496,Men in Black 3,Action,Barry Sonnenfeld,2012,106,6.8,278379,179.02,58.0
436,497,Super 8,Mystery,J.J. Abrams,2011,112,7.1,298913,126.98,72.0
437,498,Law Abiding Citizen,Crime,F. Gary Gray,2009,109,7.4,228339,73.34,34.0
438,499,Up,Animation,Pete Docter,2009,96,8.3,722203,292.98,88.0
439,500,Maze Runner: The Scorch Trials,Action,Wes Ball,2015,131,6.3,159364,81.69,43.0
440,501,Carol,Drama,Todd Haynes,2015,118,7.2,77995,0.25,95.0
441,503,Youth,Comedy,Paolo Sorrentino,2015,124,7.3,52636,2.7,64.0
442,506,Savages,Crime,Oliver Stone,2012,131,6.5,107960,47.31,59.0
443,507,(500) Days of Summer,Comedy,Marc Webb,2009,95,7.7,398972,32.39,76.0
444,508,Movie 43,Comedy,Elizabeth Banks,2013,94,4.3,83625,8.83,18.0
445,509,Gravity,Drama,Alfonso Cuarón,2013,91,7.8,622089,274.08,96.0
446,510,The Boy in the Striped Pyjamas,Drama,Mark Herman,2008,94,7.8,144614,9.03,55.0
447,511,Shooter,Action,Antoine Fuqua,2007,124,7.2,267820,46.98,53.0
448,512,The Happening,Sci-Fi,M. Night Shyamalan,2008,91,5.0,170897,64.51,34.0
449,513,Bone Tomahawk,Adventure,S. Craig Zahler,2015,132,7.1,47289,66.01,72.0
450,515,Easy A,Comedy,Will Gluck,2010,92,7.1,294950,58.4,72.0
451,516,Exodus: Gods and Kings,Action,Ridley Scott,2014,150,6.0,137299,65.01,52.0
452,517,Chappie,Action,Neill Blomkamp,2015,120,6.9,188769,31.57,41.0
453,518,The Hobbit: The Desolation of Smaug,Adventure,Peter Jackson,2013,161,7.9,513744,258.36,66.0
454,519,Half of a Yellow Sun,Drama,Biyi Bandele,2013,111,6.2,1356,0.05,51.0
455,520,Anthropoid,Biography,Sean Ellis,2016,120,7.2,24100,2.96,59.0
456,521,The Counselor,Crime,Ridley Scott,2013,117,5.3,84927,16.97,48.0
457,522,Viking,Action,Andrey Kravchuk,2016,133,4.7,1830,23.05,57.0
458,524,Trust,Crime,David Schwimmer,2010,106,7.0,36043,0.06,60.0
459,525,Birth of the Dragon,Action,George Nolfi,2016,103,3.9,552,93.05,61.0
460,527,The Green Inferno,Adventure,Eli Roth,2013,100,5.4,26461,7.19,38.0
461,528,Godzilla,Action,Gareth Edwards,2014,123,6.4,318058,200.66,62.0
462,529,The Bourne Legacy,Action,Tony Gilroy,2012,135,6.7,245374,113.17,61.0
463,530,A Good Year,Comedy,Ridley Scott,2006,117,6.9,74674,7.46,47.0
464,531,Friend Request,Horror,Simon Verhoeven,2016,92,5.4,12758,64.03,59.0
465,533,Lucy,Action,Luc Besson,2014,89,6.4,352698,126.55,61.0
466,534,A Quiet Passion,Biography,Terence Davies,2016,125,7.2,1024,1.08,77.0
467,535,Need for Speed,Action,Scott Waugh,2014,132,6.5,143389,43.57,39.0
468,536,Jack Reacher,Action,Christopher McQuarrie,2012,130,7.0,250811,58.68,50.0
469,537,The Do-Over,Action,Steven Brill,2016,108,5.7,24761,0.54,22.0
470,540,The Ghost Writer,Mystery,Roman Polanski,2010,128,7.2,137964,15.52,77.0
471,541,Limitless,Mystery,Neil Burger,2011,105,7.4,444417,79.24,59.0
472,545,Midnight Special,Drama,Jeff Nichols,2016,112,6.7,54787,3.71,76.0
473,546,Don't Think Twice,Comedy,Mike Birbiglia,2016,92,6.8,10485,4.42,83.0
474,547,Alice in Wonderland,Adventure,Tim Burton,2010,108,6.5,324898,334.19,53.0
475,548,Chuck,Biography,Philippe Falardeau,2016,98,6.8,391,0.11,68.0
476,550,The Break-Up,Comedy,Peyton Reed,2006,106,5.8,106381,118.68,45.0
477,551,Loving,Biography,Jeff Nichols,2016,123,7.1,17141,7.7,79.0
478,552,Fantastic Four,Action,Josh Trank,2015,100,4.3,121847,56.11,27.0
479,555,The Boy Next Door,Mystery,Rob Cohen,2015,91,4.6,30180,35.39,30.0
480,556,The Gift,Mystery,Joel Edgerton,2015,108,7.1,96688,43.77,77.0
481,557,Dracula Untold,Action,Gary Shore,2014,92,6.3,148504,55.94,40.0
482,558,In the Heart of the Sea,Action,Ron Howard,2015,122,6.9,90372,24.99,47.0
483,559,Idiocracy,Adventure,Mike Judge,2006,84,6.6,115355,0.44,66.0
484,560,The Expendables,Action,Sylvester Stallone,2010,103,6.5,283282,102.98,45.0
485,561,Evil Dead,Fantasy,Fede Alvarez,2013,91,6.5,133113,54.24,57.0
486,562,Sinister,Horror,Scott Derrickson,2012,110,6.8,171169,48.06,53.0
487,563,Wreck-It Ralph,Animation,Rich Moore,2012,101,7.8,290559,189.41,72.0
488,564,Snow White and the Huntsman,Action,Rupert Sanders,2012,127,6.1,239772,155.11,57.0
489,565,Pan,Adventure,Joe Wright,2015,111,5.8,47804,34.96,36.0
490,566,Transformers: Dark of the Moon,Action,Michael Bay,2011,154,6.3,338369,352.36,42.0
491,567,Juno,Comedy,Jason Reitman,2007,96,7.5,432461,143.49,81.0
492,568,A Hologram for the King,Comedy,Tom Tykwer,2016,98,6.1,26521,4.2,58.0
493,569,Money Monster,Crime,Jodie Foster,2016,98,6.5,68654,41.01,55.0
494,570,The Other Woman,Comedy,Nick Cassavetes,2014,109,6.0,110825,83.91,39.0
495,571,Enchanted,Animation,Kevin Lima,2007,107,7.1,150353,127.71,75.0
496,572,The Intern,Comedy,Nancy Meyers,2015,121,7.1,159582,75.27,51.0
497,573,Little Miss Sunshine,Comedy,Jonathan Dayton,2006,101,7.8,374044,59.89,80.0
498,574,Bleed for This,Biography,Ben Younger,2016,117,6.8,11900,4.85,62.0
499,575,Clash of the Titans,Action,Louis Leterrier,2010,106,5.8,238206,163.19,39.0
500,576,The Finest Hours,Action,Craig Gillespie,2016,117,6.8,44425,27.55,58.0
501,577,Tron,Action,Joseph Kosinski,2010,125,6.8,273959,172.05,49.0
502,578,The Hunger Games: Catching Fire,Action,Francis Lawrence,2013,146,7.6,525646,424.65,76.0
503,579,All Good Things,Crime,Andrew Jarecki,2010,101,6.3,44158,0.58,57.0
504,580,Kickboxer: Vengeance,Action,John Stockwell,2016,90,4.9,6809,131.56,37.0
505,582,Sex Tape,Comedy,Jake Kasdan,2014,94,5.1,89885,38.54,36.0
506,583,What to Expect When You're Expecting,Comedy,Kirk Jones,2012,110,5.7,60059,41.1,41.0
507,584,Moneyball,Biography,Bennett Miller,2011,133,7.6,297395,75.61,87.0
508,585,Ghost Rider,Action,Mark Steven Johnson,2007,114,5.2,190673,115.8,35.0
509,586,Unbroken,Biography,Angelina Jolie,2014,137,7.2,114006,115.6,59.0
510,587,Immortals,Action,Tarsem Singh,2011,110,6.0,142900,83.5,46.0
511,588,Sunshine,Adventure,Danny Boyle,2007,107,7.3,199860,3.68,64.0
512,589,Brave,Animation,Mark Andrews,2012,93,7.2,293941,237.28,69.0
513,590,Män som hatar kvinnor,Drama,Niels Arden Oplev,2009,152,7.8,182074,10.1,76.0
514,591,Adoration,Drama,Anne Fontaine,2013,112,6.2,25208,0.32,37.0
515,592,The Drop,Crime,Michaël R. Roskam,2014,106,7.1,116118,10.72,69.0
516,593,She's the Man,Comedy,Andy Fickman,2006,105,6.4,122864,2.34,45.0
517,594,Daddy's Home,Comedy,Sean Anders,2015,96,6.1,68306,150.32,42.0
518,595,Let Me In,Drama,Matt Reeves,2010,116,7.2,97141,12.13,79.0
519,596,Never Back Down,Action,Jeff Wadlow,2008,110,6.6,84083,24.85,39.0
520,597,Grimsby,Action,Louis Leterrier,2016,83,6.2,63408,6.86,44.0
521,598,Moon,Drama,Duncan Jones,2009,97,7.9,277123,5.01,67.0
522,599,Megamind,Animation,Tom McGrath,2010,95,7.3,183926,148.34,63.0
523,600,Gangster Squad,Action,Ruben Fleischer,2013,113,6.7,181432,46.0,40.0
524,601,Blood Father,Action,Jean-François Richet,2016,88,6.4,40357,93.95,66.0
525,603,Kung Fu Panda 3,Animation,Alessandro Carloni,2016,95,7.2,89791,143.52,66.0
526,604,The Rise of the Krays,Crime,Zackary Adler,2015,110,5.1,1630,6.53,90.0
527,607,Horrible Bosses,Comedy,Seth Gordon,2011,98,6.9,368556,117.53,57.0
528,608,Mommy,Drama,Xavier Dolan,2014,139,8.1,33560,3.49,74.0
529,609,Hellboy II: The Golden Army,Action,Guillermo del Toro,2008,120,7.0,216932,75.75,78.0
530,610,Beautiful Creatures,Drama,Richard LaGravenese,2013,124,6.2,71822,19.45,52.0
531,611,Toni Erdmann,Comedy,Maren Ade,2016,162,7.6,24387,1.48,93.0
532,612,The Lovely Bones,Drama,Peter Jackson,2009,135,6.7,130702,43.98,42.0
533,613,The Assassination of Jesse James by the Coward Robert Ford,Biography,Andrew Dominik,2007,160,7.5,143564,3.9,68.0
534,614,Don Jon,Comedy,Joseph Gordon-Levitt,2013,90,6.6,199973,24.48,66.0
535,615,Bastille Day,Action,James Watkins,2016,92,6.3,21089,0.04,48.0
536,616,2307: Winter's Dream,Sci-Fi,Joey Curtis,2016,101,4.0,277,20.76,53.0
537,618,Mr. Right,Action,Paco Cabezas,2015,95,6.3,30053,0.03,52.0
538,619,The Secret Life of Walter Mitty,Adventure,Ben Stiller,2013,114,7.3,249877,58.23,54.0
539,620,Dope,Comedy,Rick Famuyiwa,2015,103,7.3,66400,17.47,72.0
540,621,Underworld Awakening,Action,Måns Mårlind,2012,88,6.4,127157,62.32,39.0
541,622,Antichrist,Drama,Lars von Trier,2009,108,6.6,94069,0.4,49.0
542,623,Friday the 13th,Horror,Marcus Nispel,2009,97,5.6,78631,65.0,34.0
543,624,Taken 3,Action,Olivier Megaton,2014,109,6.0,144715,89.25,26.0
544,625,Total Recall,Action,Len Wiseman,2012,118,6.3,210965,58.88,43.0
545,626,X-Men: The Last Stand,Action,Brett Ratner,2006,104,6.7,406540,234.36,58.0
546,629,Night at the Museum: Secret of the Tomb,Adventure,Shawn Levy,2014,98,6.2,74886,113.73,47.0
547,630,Love & Other Drugs,Comedy,Edward Zwick,2010,112,6.7,151519,32.36,55.0
548,631,The Interview,Comedy,Evan Goldberg,2014,112,6.6,261536,6.11,52.0
549,632,The Host,Comedy,Bong Joon Ho,2006,120,7.0,73491,2.2,85.0
550,635,Knocked Up,Comedy,Judd Apatow,2007,129,7.0,309398,148.73,85.0
551,636,Source Code,Mystery,Duncan Jones,2011,93,7.5,404884,54.7,74.0
552,637,Lawless,Crime,John Hillcoat,2012,116,7.3,195360,37.4,58.0
553,638,Unfriended,Drama,Levan Gabriadze,2014,83,5.6,50402,31.54,59.0
554,639,American Reunion,Comedy,Jon Hurwitz,2012,113,6.7,178471,56.72,49.0
555,640,The Pursuit of Happyness,Biography,Gabriele Muccino,2006,117,8.0,361105,162.59,64.0
556,641,Relatos salvajes,Comedy,Damián Szifron,2014,122,8.1,110100,3.08,77.0
557,643,Frantz,Drama,François Ozon,2016,113,7.5,4304,0.86,73.0
558,646,Burnt,Comedy,John Wells,2015,101,6.6,76469,13.65,42.0
559,649,Vampire Academy,Action,Mark Waters,2014,104,5.6,44111,7.79,30.0
560,650,Sweeney Todd: The Demon Barber of Fleet Street,Drama,Tim Burton,2007,116,7.4,296289,52.88,83.0
561,652,Insidious,Horror,James Wan,2010,103,6.8,219916,53.99,52.0
562,653,Popstar: Never Stop Never Stopping,Comedy,Akiva Schaffer,2016,87,6.7,30875,9.39,68.0
563,655,Public Enemies,Biography,Michael Mann,2009,140,7.0,240323,97.03,70.0
564,656,Boyhood,Drama,Richard Linklater,2014,165,7.9,286722,25.36,100.0
565,657,Teenage Mutant Ninja Turtles,Action,Jonathan Liebesman,2014,101,5.9,178527,190.87,31.0
566,658,Eastern Promises,Crime,David Cronenberg,2007,100,7.7,198006,17.11,82.0
567,659,The Daughter,Drama,Simon Stone,2015,96,6.7,2798,0.03,62.0
568,660,Pineapple Express,Action,David Gordon Green,2008,111,7.0,267872,87.34,64.0
569,661,The First Time,Comedy,Jon Kasdan,2012,95,6.9,54027,0.02,55.0
570,662,Gone Baby Gone,Crime,Ben Affleck,2007,114,7.7,206707,20.3,72.0
571,663,The Heat,Action,Paul Feig,2013,117,6.6,140151,159.58,60.0
572,664,L'avenir,Drama,Mia Hansen-Løve,2016,102,7.1,5796,0.28,88.0
573,665,Anna Karenina,Drama,Joe Wright,2012,129,6.6,75291,12.8,63.0
574,666,Regression,Crime,Alejandro Amenábar,2015,106,5.7,26320,0.05,32.0
575,667,Ted 2,Adventure,Seth MacFarlane,2015,115,6.3,136323,81.26,48.0
576,668,Pain & Gain,Comedy,Michael Bay,2013,129,6.5,168875,49.87,45.0
577,669,Blood Diamond,Adventure,Edward Zwick,2006,143,8.0,422014,57.37,64.0
578,671,Child 44,Crime,Daniel Espinosa,2015,137,6.5,47703,1.21,41.0
579,672,The Hurt Locker,Drama,Kathryn Bigelow,2008,131,7.6,352023,15.7,94.0
580,673,Green Lantern,Action,Martin Campbell,2011,114,5.6,231907,116.59,39.0
581,675,The Mist,Horror,Frank Darabont,2007,126,7.2,233346,25.59,58.0
582,676,Escape Plan,Action,Mikael Håfström,2013,115,6.7,188004,25.12,49.0
583,677,"Love, Rosie",Comedy,Christian Ditter,2014,102,7.2,80415,0.01,44.0
584,678,The DUFF,Comedy,Ari Sandel,2015,101,6.5,57874,34.02,56.0
585,679,The Age of Shadows,Action,Jee-woon Kim,2016,140,7.2,2403,0.54,78.0
586,680,The Hunger Games: Mockingjay - Part 1,Action,Francis Lawrence,2014,123,6.7,331902,337.1,64.0
587,681,We Need to Talk About Kevin,Drama,Lynne Ramsay,2011,112,7.5,104953,1.74,68.0
588,682,Love & Friendship,Comedy,Whit Stillman,2016,90,6.5,16164,14.01,87.0
589,683,The Mortal Instruments: City of Bones,Action,Harald Zwart,2013,130,5.9,112313,31.17,33.0
590,684,Seven Pounds,Drama,Gabriele Muccino,2008,123,7.7,245144,69.95,36.0
591,685,The King's Speech,Biography,Tom Hooper,2010,118,8.0,534388,138.8,88.0
592,686,Hunger,Biography,Steve McQueen,2008,96,7.6,54486,0.15,82.0
593,687,Jumper,Action,Doug Liman,2008,88,6.1,252503,80.17,35.0
594,688,Toy Story 3,Animation,Lee Unkrich,2010,103,8.3,586669,414.98,92.0
595,689,Tinker Tailor Soldier Spy,Drama,Tomas Alfredson,2011,122,7.1,157053,24.1,85.0
596,690,Resident Evil: Retribution,Action,Paul W.S. Anderson,2012,96,5.4,114144,42.35,39.0
597,691,Dear Zindagi,Drama,Gauri Shinde,2016,151,7.8,23540,1.4,56.0
598,693,Pompeii,Action,Paul W.S. Anderson,2014,105,5.5,90188,23.22,39.0
599,694,Life of Pi,Adventure,Ang Lee,2012,127,7.9,471109,124.98,79.0
600,697,I Origins,Drama,Mike Cahill,2014,106,7.3,86271,0.33,57.0
601,698,Live Free or Die Hard,Action,Len Wiseman,2007,128,7.2,347567,134.52,69.0
602,701,Ted,Comedy,Seth MacFarlane,2012,106,7.0,494641,218.63,62.0
603,702,RED,Action,Robert Schwentke,2010,111,7.1,250012,90.36,60.0
604,703,Australia,Adventure,Baz Luhrmann,2008,165,6.6,106115,49.55,53.0
605,704,Faster,Action,George Tillman Jr.,2010,98,6.5,83788,23.23,44.0
606,707,The Hollars,Comedy,John Krasinski,2016,88,6.5,5908,1.02,53.0
607,708,The Judge,Crime,David Dobkin,2014,141,7.4,146812,47.11,48.0
608,709,Closed Circuit,Crime,John Crowley,2013,96,6.2,18437,5.73,50.0
609,710,Transformers: Revenge of the Fallen,Action,Michael Bay,2009,150,6.0,335757,402.08,35.0
610,711,La tortue rouge,Animation,Michael Dudok de Wit,2016,80,7.6,11482,0.92,86.0
611,712,The Book of Life,Animation,Jorge R. Gutiérrez,2014,95,7.3,50388,50.15,67.0
612,713,Incendies,Drama,Denis Villeneuve,2010,131,8.2,92863,6.86,80.0
613,714,The Heartbreak Kid,Comedy,Bobby Farrelly,2007,116,5.8,74664,36.77,46.0
614,715,Happy Feet,Animation,George Miller,2006,108,6.5,141141,197.99,77.0
615,716,Entourage,Comedy,Doug Ellin,2015,104,6.6,64557,32.36,38.0
616,717,The Strangers,Horror,Bryan Bertino,2008,86,6.2,96718,52.53,47.0
617,718,Noah,Action,Darren Aronofsky,2014,138,5.8,209700,101.16,68.0
618,719,Neighbors,Comedy,Nicholas Stoller,2014,97,6.4,236500,150.06,68.0
619,720,Nymphomaniac: Vol. II,Drama,Lars von Trier,2013,123,6.7,65824,0.33,60.0
620,721,Wild,Adventure,Jean-Marc Vallée,2014,115,7.1,95553,37.88,76.0
621,722,Grown Ups,Comedy,Dennis Dugan,2010,102,6.0,190385,162.0,30.0
